id,class,coordinate,createdAt,description,googlePlaceId,name,updatedAt
681a1c3647c87c2d8143263d,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5105378, ""longitude"": 127.1040625}",2025-05-06T14:27:02.692Z,Go to Seokchon Lake to see all 123 stories of the Lotte World Tower lit up like something out of a fairy tale.,ChIJr95DsgqlfDURbvysOkgfQKk,Seokchon Lake,2025-05-06T14:27:02.692Z
681a1c3647c87c2d8143263e,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.471041, ""longitude"": 127.03833299999998}",2025-05-06T14:27:02.694Z,Yangjae Citizens’ Forest is a lush public park located in Yangjae-dong.,ChIJx_I0mTKhfDURcc_pXZMPji0,Maeheon Citizen's Forest.Yangjae Flower Market,2025-05-06T14:27:02.694Z
681a1c3647c87c2d8143263f,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.554859900000004, ""longitude"": 126.9792405}",2025-05-06T14:27:02.696Z,"Located in Namsan Mountain, Baekbeom Square Park can be found by walking up the mountain path from Hoehyeon-dong.",ChIJDXyPRF-ifDURo-L1LXIXqj8,Namsan Baekbeom Square,2025-05-06T14:27:02.696Z
681a1c3647c87c2d81432640,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5796559, ""longitude"": 126.9348609}",2025-05-06T14:27:02.699Z,Hongjecheon Stream is the first tributary of the Hangang River.,ChIJ7ePlBmeYfDURRY4-X3iFZGI,Hongjecheon Stream,2025-05-06T14:27:02.699Z
681a1c3647c87c2d81432641,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.518727399999996, ""longitude"": 126.92189610000001}",2025-05-06T14:27:02.704Z,"A park designed for people of all ages, including children, seniors, and those with disabilities, ensuring their utmost comfort while enjoying the natural environment.",ChIJ1wyFjBmffDURmPBCVB2Nh5s,Yeouido Saetgang Ecological Park,2025-05-06T14:27:02.918Z
681a1c3647c87c2d81432642,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.493234199999996, ""longitude"": 126.91971149999999}",2025-05-06T14:27:02.706Z,"Boramae Park is a popular public park located in Sindaebang-dong, Dongjak-gu.",ChIJF6qEv7qffDURDbI8B6FcJ2Q,Boramae Park,2025-05-06T14:27:02.706Z
681a1c3647c87c2d81432643,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.572071699999995, ""longitude"": 126.8938112}",2025-05-06T14:27:02.709Z,"Maebongsan Mountain stretches across Yongsan-gu, Jung-gu, and Seongdong-gu and is connected to Namsan Mountain.",ChIJI9sBNxSZfDURf90KLiM_VBM,Maebongsan,2025-05-06T14:27:02.709Z
681a1c3647c87c2d81432644,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.571508699999995, ""longitude"": 127.10376269999998}",2025-05-06T14:27:02.712Z,"Where the scenery of Han River and the city intertwine, Achasan Mountain.",ChIJf0yZqOy6fDURhv2X_ZFCMog,Achasan,2025-05-06T14:27:02.712Z
681a1c3647c87c2d81432645,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.4429385, ""longitude"": 126.9610024}",2025-05-06T14:27:02.714Z,Gwanaksan Mountain is located in southern Seoul and is renowned for its magnificent scenery.,ChIJidV1yeRfezURlJKDnMCBN30,Gwanaksan,2025-05-06T14:27:02.714Z
681a1c3647c87c2d81432646,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.593096599999996, ""longitude"": 127.04365630000001}",2025-05-06T14:27:02.717Z,Hongneung Arboretum is Korea's oldest arboretum and was established to support the study of Korean flora.,ChIJV1e83WO7fDUR7BWXNJohgg4,Hongneung Forest (Arboretum),2025-05-06T14:27:02.717Z
681a1c3647c87c2d81432647,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5216278, ""longitude"": 127.1191596}",2025-05-06T14:27:02.719Z,Mongchontoseong Fortress is the remains of earthen fortifications from the Baekje Period and was built around the 3rd or 4th century.,ChIJT34Rg5OlfDURj7WCi-Yl45Q,Mongchontoseong Fortress,2025-05-06T14:27:02.719Z
681a1c3647c87c2d81432648,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5711455, ""longitude"": 126.98832949999999}",2025-05-06T14:27:02.722Z,Tapgol Park was the first modern park built in Seoul and the birthplace of the March 1st Movement against the Japanese occupation in 1919.,ChIJt5HKlueifDURHONSIuFp_3A,Tapgol Park,2025-05-06T14:27:02.722Z
681a1c3647c87c2d81432649,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5735764, ""longitude"": 126.87528449999999}",2025-05-06T14:27:02.725Z,"Originally known as Nanjido and used as a landfill until the 90s, Noeul Park was able to transform itself into an eco-friendly park.",ChIJa5tZTFyZfDURJ4smvd436Fk,Noeul Park,2025-05-06T14:27:02.725Z
681a1c3647c87c2d8143264a,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5805009, ""longitude"": 127.0028245}",2025-05-06T14:27:02.727Z,Marronnier Park is a public park located on the former site of Seoul National University.,ChIJbV4Kqi6jfDUReu01VjRdw2c,Marronnier Park,2025-05-06T14:27:02.727Z
681a1c3647c87c2d8143264b,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.527671999999995, ""longitude"": 126.829852}",2025-05-06T14:27:02.730Z,"The Seoseoul Lake Park, or West Seoul Lake Park, is an ecological park that was built in place of the former Sinwol Water Purification Plant following its closing.",ChIJ9TviAqadfDURzDMmyLGP0u8,서서울호수공원,2025-05-06T14:27:02.730Z
681a1c3647c87c2d8143264c,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.598508200000005, ""longitude"": 126.9160856}",2025-05-06T14:27:02.732Z,"Bulgwangcheon Stream was named after nearby Bulgwangsa Temple, and upstream there is a promenade and a fountain that delights the public with a colorful light show. ",ChIJ22-lHHeZfDURUL8GTjDIKjU,Bulgwangcheon Stream,2025-05-06T14:27:02.732Z
681a1c3647c87c2d8143264d,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5337975, ""longitude"": 126.93711379999998}",2025-05-06T14:27:02.735Z,The Road of Wind is a large public art structure that functions both as art and an observatory.,ChIJOb8xDUuffDURJMVHkfrtFYU,Mapo Bridge,2025-05-06T14:27:02.735Z
681a1c3647c87c2d8143264e,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.534728099999995, ""longitude"": 126.98668599999999}",2025-05-06T14:27:02.738Z,"Noksapyeong Station Underground Art Garden was built and brought to light through efforts of ""Noksapyeong Station Public Art Project"".",ChIJhZdFWP-jfDURLARYXM2JIes,Noksapyeong Station Underground Art Garden,2025-05-06T14:27:02.738Z
681a1c3647c87c2d8143264f,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5206865, ""longitude"": 127.0122724}",2025-05-06T14:27:02.740Z,"A beautiful interactive park and resting area for visitors to enjoy up to 37 different public art works that put an artistic spin on the Hangang River from a cultural arts perspective. Stop on by for some personal healing amid the cold, bustling life of the city in this beautifully imaginative park dedicated to the arts filled with inspiration, wonder, and enjoyment.",ChIJ7cjjipWjfDURX5dWWWSmm6k,Jamwon Hangang Park,2025-05-06T14:27:02.740Z
681a1c3647c87c2d81432650,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.482312799999995, ""longitude"": 127.0475654}",2025-05-06T14:27:02.743Z,Yangjaecheon Stream and Tancheon Stream are two tributaries of the Hangang River. The streams offer picturesque walking trails for visitors to enjoy.,ChIJmy_AIzKhfDURcX8fv17n9Uo,Yangjaecheon Stream,2025-05-06T14:27:02.743Z
681a1c3647c87c2d81432651,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6633333, ""longitude"": 127.09500000000001}",2025-05-06T14:27:02.746Z,Buramsan Mountain is one of Seoul's many beautiful mountains. Buramsan sits between the Nowon-gu neighborhood in Seoul and the city of Namyangju.,ChIJHfTWak24fDURRw5j2gv2rHw,불암산,2025-05-06T14:27:02.746Z
681a1c3647c87c2d81432652,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.552791899999995, ""longitude"": 126.8985613}",2025-05-06T14:27:02.749Z,"Located between Seongsandaegyo Bridge and Yanghwadaegyo Bridge, Mangwon Hangang Park is a beautiful place with many historical sites.",ChIJkfry2i-ZfDURdkxPeBp8x7Q,Mangwon Hangang Park,2025-05-06T14:27:02.749Z
681a1c3647c87c2d81432653,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.575801999999996, ""longitude"": 126.9676091}",2025-05-06T14:27:02.751Z,The great rite of Sajik Daeje is a ritual dating back to the Joseon Dynasty. Sajik Daeje lives on today in Seoul and a historical re-enactment of the ritual is held once a year.,ChIJvzuP2paifDURcur6w8gK3Gs,Sajik Park,2025-05-06T14:27:08.737Z
681a1c3647c87c2d81432654,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5169202, ""longitude"": 126.9717022}",2025-05-06T14:27:02.754Z,Features Nodeulseom Island and the northern banks of Hangang River.,ChIJLbK-rYyhfDURKI_UHD7qCNQ,Ichon Hangang Park,2025-05-06T14:27:02.754Z
681a1c3647c87c2d81432655,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5783244, ""longitude"": 126.9885598}",2025-05-06T14:27:02.756Z,Hyundai Wonseo Park was established by Hyundai Engineering & Construction as a social enterprise to give back to society.,ChIJl59KAtuifDURLcWAa06cLH8,Hyundai Wonseo Park,2025-05-06T14:27:02.756Z
681a1c3647c87c2d81432656,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.4711007, ""longitude"": 126.95999}",2025-05-06T14:27:02.759Z,"Nakseongdae Park was founded to commemorate General Kang Gam-chan (984-1031), a renowned commander of the Goryeo Dynasty.",ChIJzVsprxigfDURV4a-bm7YzyU,Nakseongdae Park,2025-05-06T14:27:02.759Z
681a1c3647c87c2d81432657,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5664684, ""longitude"": 126.9836534}",2025-05-06T14:27:02.761Z,Toseong Sanseong Eoul-gil is a picturesque walking trail that spans 19.6km.,ChIJtdOBHemifDURJTbxNGNI2kQ,Samsung Electronics Service Euljiro Cellphone Repair Shop,2025-05-06T14:27:02.761Z
681a1c3647c87c2d81432658,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5742881, ""longitude"": 126.99236789999999}",2025-05-06T14:27:02.764Z,A nice path located in the vicinity of the Sulla-cheong that had patrolled the Jongmyo Shrine.,ChIJQ9LTvN6ifDURwekBlnhpS2c,Seosulla-gil,2025-05-06T14:27:02.764Z
681a1c3647c87c2d81432659,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.508240099999995, ""longitude"": 126.99066440000001}",2025-05-06T14:27:02.767Z,Seoraeseom Island is a small artificial island located between Dongjakdaegyo Bridge and Banpodaegyo Bridge.,ChIJtUvdjYShfDURgeBmc3xCSfY,서래섬과 반포섬,2025-05-06T14:27:02.767Z
681a1c3647c87c2d8143265a,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.696493, ""longitude"": 127.0822334}",2025-05-06T14:27:02.769Z,"Suraksan Mountain stands 638m high and spans Nowon-gu in Seoul, and the cities of Uijeongbu and Namyangju in GyeongGi Province.",ChIJXevYnIe4fDURhz-DBgdsv2s,Suraksan,2025-05-06T14:27:02.769Z
681a1c3647c87c2d8143265b,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.560672, ""longitude"": 126.96941629999999}",2025-05-06T14:27:02.772Z,"Seosomun Historical Park includes a total area of 46,000 m².",ChIJkSeM5ImifDURN5SSmriVLXo,Seosomun History Park,2025-05-06T14:27:02.772Z
681a1c3647c87c2d8143265c,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5732074, ""longitude"": 126.87382500000001}",2025-05-06T14:27:02.775Z,"Noeul Campground boasts a gorgeous panorama of the city, camping grounds equipped with wood stoves, electrical outlets and outdoor tables.",ChIJu3sHbV-ZfDURCZOrjPGm2sI,Noeul Campground,2025-05-06T14:27:02.775Z
681a1c3647c87c2d8143265d,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6728562, ""longitude"": 127.00470729999999}",2025-05-06T14:27:02.777Z,"A valley with cool, clear water, Uidong Valley is located between Dobongsan Mountain and Bukhansan Mountain.",ChIJFybLNoy-fDURxEtXmaPNgFk,Uidong Valley,2025-05-06T14:27:02.777Z
681a1c3647c87c2d8143265e,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5410211, ""longitude"": 127.15620980000001}",2025-05-06T14:27:02.780Z,Gildong Ecological Park (total area: 80.683m²) is an ecological park maintaining and preserving a wide range of flora and fauna in their natural habitats.,ChIJVYThirixfDUR5U67bM64SyY,Gildong Ecological Park,2025-05-06T14:27:02.780Z
681a1c3647c87c2d8143265f,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.582777799999995, ""longitude"": 126.80388889999999}",2025-05-06T14:27:02.783Z,A beautiful mountain nestled between Seoul City Wall and the Hangang River.,ChIJRcW48J-cfDURL8iQ_OfTqX4,개화산,2025-05-06T14:27:02.783Z
681a1c3647c87c2d81432660,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.483983599999995, ""longitude"": 126.8255942}",2025-05-06T14:27:02.789Z,"Located in Guro-gu, Pureun Arboretum is Seoul's first arboretum.",ChIJ5dCwF_ViezURETPJIBVf9bk,Pureun Arboretum,2025-05-06T14:27:02.789Z
681a1c3647c87c2d81432661,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5483713, ""longitude"": 127.03082599999999}",2025-05-06T14:27:02.792Z,Outdoor Artificial Rock Climbing Wall located in Ttukseom Hangang Park,ChIJ91iBFWWjfDURjuOX7TcCygY,Eungbongsan Rock Climbing Park,2025-05-06T14:27:03.352Z
681a1c3647c87c2d81432662,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.586520799999995, ""longitude"": 126.8186729}",2025-05-06T14:27:02.798Z,The Gangseo Marsh Ecological Park is a green park located along the banks of the Hangang River.,ChIJix__562bfDURngV3L40tyY8,강서습지생태공원,2025-05-06T14:27:02.798Z
681a1c3647c87c2d81432663,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.600499, ""longitude"": 127.10768999999998}",2025-05-06T14:27:02.801Z,"Manguri Park is a sprawling cemetery park located in Mangu-dong, Seoul.",ChIJ8YjBGmu6fDURVZz5oUM1bnI,Dongbu Jeil Hospital. Manguri Park,2025-05-06T14:27:02.801Z
681a1c3647c87c2d81432664,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.537935999999995, ""longitude"": 126.893818}",2025-05-06T14:27:02.803Z,Seonyudo Park is a popular tourist destination that is located on the Hangang River.,ChIJ53iYwMaefDURVbsy1odYCuc,Seonyudo,2025-05-06T14:27:02.803Z
681a1c3647c87c2d81432665,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.558886799999996, ""longitude"": 126.92542739999999}",2025-05-06T14:27:02.806Z,"The Gyeongi Line Forest Park is a long section of land including Yeontral Park and Gyeongi Line Book Street, and is a place where you can enjoy green spaces in the city center.",ChIJweyIw-mYfDURuK5PcuYxyXI,Gyeongui Line Forest Park,2025-05-06T14:27:02.806Z
681a1c3647c87c2d81432666,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.640705200000006, ""longitude"": 127.06521169999999}",2025-05-06T14:27:02.809Z,Nowon Cosmos School is a family-friendly park that is designed to educate children about science and English.,ChIJS7hVM2G5fDURMOIJWD9FZlQ,Nowon Cosmos Science Center,2025-05-06T14:27:02.809Z
681a1c3647c87c2d81432667,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.635241799999996, ""longitude"": 126.9491388}",2025-05-06T14:27:02.811Z,Offers beautiful natural scenery of Seoul's sharp rocky mountain slopes.,ChIJAa94oBmXfDURL_FJ6VYbkF0,Jingwansa Valley,2025-05-06T14:27:02.811Z
681a1c3647c87c2d81432668,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6424502, ""longitude"": 126.95473249999999}",2025-05-06T14:27:02.813Z,A valley located in Bukhansan National Park.,ChIJL2R6ip-XfDURyDGERkug8ls,Samcheonsa Valley,2025-05-06T14:27:02.813Z
681a1c3647c87c2d81432669,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.582584, ""longitude"": 126.9624516}",2025-05-06T14:27:02.815Z,"Suseong-dong Valley has been known as a valley to be so beautiful that is has appeared in Suseong-dong's ""Jangdong Eight Hinges"" by Jeongseon Gyeomjae. It is said that Daegun Anpyeong and Jeongseon Gyeomjae visited frequently and enjoyed Chinese calligraphy and art while looking over the beautiful view.",ChIJtT8C9S-jfDURfQ_xFyliYc4,Suseongdong Valley,2025-05-06T14:27:02.815Z
681a1c3647c87c2d8143266a,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5017658, ""longitude"": 126.9755373}",2025-05-06T14:27:02.817Z,"Come enjoy this lush, flourishing forest park open all year round.",ChIJhVEv9OihfDURawSJl-Q7oSg,Metasequoia Forest,2025-05-06T14:27:02.817Z
681a1c3647c87c2d8143266b,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6011317, ""longitude"": 126.96631579999998}",2025-05-06T14:27:02.820Z,"Located in Bugaksan Mountain, Baeksasil Valley is a place with clean, flowing water and well-preserved forest life.",ChIJiXJs_Uy9fDURBXWs8avYaC0,Baeksasil Valley,2025-05-06T14:27:02.820Z
681a1c3647c87c2d8143266c,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5905355, ""longitude"": 126.96620100000001}",2025-05-06T14:27:02.822Z,Cheongun Park is located in Cheongun-dong and stretches from Poet's Hill next to Jahamun Gate all the way towards the Cheongun Daycare Center.,ChIJparbaJijfDURdXeBo-uWhsA,Cheongun Park,2025-05-06T14:27:02.822Z
681a1c3647c87c2d8143266d,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5515453, ""longitude"": 126.9881595}",2025-05-06T14:27:02.824Z,A path spanning 1.3 km that starts from the Namsan National Theater intersection and ends near the Namsan 3-ho Tunnel!,ChIJTeAvlKmjfDURgt-Rb4n2h30,Namsan,2025-05-06T14:27:02.824Z
681a1c3647c87c2d8143266e,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.576808299999996, ""longitude"": 126.9445555}",2025-05-06T14:27:02.828Z,"The Ansan Dulegil where you can enjoy the beautiful nature is booming with people in March, April, and springs with many cherry flowers.",ChIJz38h3XqYfDUR8E4RaJc3zuk,Ansan Mountain,2025-05-06T14:27:09.385Z
681a1c3647c87c2d8143266f,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5905876, ""longitude"": 126.99060650000001}",2025-05-06T14:27:02.830Z,"Hwarang-ro is a street in northern Seoul, stretching from Taereung Royal Tomb to the Samyuk-daero area, and is most known for its beautiful, scenic foliage during the autumn season.",ChIJVQpDviy9fDURtDxn4muo1oA,Waryong Park,2025-05-06T14:27:02.830Z
681a1c3647c87c2d81432670,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5537583, ""longitude"": 126.97670959999999}",2025-05-06T14:27:02.832Z,"Sowol-gil was named after Kim Jeong-sik, the poet famous for his azalea poem.",ChIJ_ypqVY-jfDURQ99SodfkKNE,Sowol-gil,2025-05-06T14:27:02.832Z
681a1c3647c87c2d81432671,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.580757299999995, ""longitude"": 126.93750940000001}",2025-05-06T14:27:02.833Z,"A man-made waterfall in the heart of Seoul
A relaxing space for residents equipped with shelters, artificial waterfalls, music fountains, and more.",ChIJUdzNjHWZfDURZSiQiKlP98Y,Hongjecheon Artificial Falls,2025-05-06T14:27:02.833Z
681a1c3647c87c2d81432672,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.581109999999995, ""longitude"": 127.0644015}",2025-05-06T14:27:02.836Z,"Located 106 m above sea level, Baebongsan Neighborhood Park is small mountain park with an easily walk-able, barrier-free trail.",ChIJuYiagBW7fDURpYefja4CVEE,Baebongsan,2025-05-06T14:27:02.836Z
681a1c3647c87c2d81432673,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6017791, ""longitude"": 126.9017815}",2025-05-06T14:27:02.839Z,"Located between Seoul's Eunpyeong-gu and Gyeonggi-do's Goyang, Bongsan Mountain outlines the edge of Western Seoul.",ChIJ87YKvbeZfDURhkX_Y9PUaSM,Bongsan Park,2025-05-06T14:27:02.839Z
681a1c3647c87c2d81432674,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.528302100000005, ""longitude"": 126.98285209999999}",2025-05-06T14:27:02.846Z,Yongsan Park is a vast green open space dotted with refreshing ponds and adorned with beautiful sculptures by world famous sculptors.,ChIJvz2zGHijfDURxAPij9-zSfI,Yongsan Park,2025-05-06T14:27:02.846Z
681a1c3647c87c2d81432675,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.624621999999995, ""longitude"": 127.0933843}",2025-05-06T14:27:02.851Z,Come explore the last section of the Gyeongchun Line Forest Park where the once Hwarangdae Station once stood!,ChIJBa47cSi6fDURD9I82GSyBSg,Hwarangdae Railway Park,2025-05-06T14:27:02.851Z
681a1c3647c87c2d81432676,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5518658, ""longitude"": 127.1007676}",2025-05-06T14:27:02.856Z,"Gamrocheon Ecological Park is the pride and joy of Geumcheon-gu. Visitors to the park can observe the natural ecology of countless trees, flowers, plants, and animals.",ChIJZ5nPpsu6fDURaR9WhPT5_zI,Achasan Ecological Park,2025-05-06T14:27:02.856Z
681a1c3647c87c2d81432677,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5251897, ""longitude"": 126.96324209999999}",2025-05-06T14:27:02.857Z,Maehwa Park is a leafy public park located in the southwestern part of Seoul.,ChIJ354ccvihfDURmXSntYYsA24,Maehwa,2025-05-06T14:27:02.857Z
681a1c3647c87c2d81432678,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.504787, ""longitude"": 126.85533199999999}",2025-05-06T14:27:02.859Z,The Gocheok Neighborhood Park is one of Guro-gu's most prominent public parks.,ChIJP9BGzeidfDURbhoC_2WsRBY,Gocheok Neighborhood Park,2025-05-06T14:27:02.859Z
681a1c3647c87c2d81432679,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5820794, ""longitude"": 126.9948976}",2025-05-06T14:27:02.859Z,"On the rear garden grounds of Changgyeonggung Palace sits Chundangji Pond. It is known for its beautiful nature, fall foliage, and unique history. Welcome to the quiet haven, away from the hustle and bustle of the city.",ChIJyYj3rx-jfDURTFyPrWF9VpQ,Chundangji Pond,2025-05-06T14:27:02.859Z
681a1c3647c87c2d8143267a,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.547797599999996, ""longitude"": 127.02988729999998}",2025-05-06T14:27:02.862Z,A place where visitors can get a beautiful overlook of Seoul on Eungbongsan Mountain.,ChIJ3Q4YUmWjfDURs7IyP6CkTG0,Eungbongsan Palgakjeong Pavilion,2025-05-06T14:27:02.862Z
681a1c3647c87c2d8143267b,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6529618, ""longitude"": 127.0122387}",2025-05-06T14:27:02.866Z,"Solbat Neighborhood Park is a pine forest park located in Gangbuk-gu, Ui-dong.",ChIJmw1a5ya8fDURSiayp-mMoHo,Solbat Neighborhood Park,2025-05-06T14:27:02.866Z
681a1c3647c87c2d8143267c,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.602016, ""longitude"": 127.07194969999999}",2025-05-06T14:27:02.871Z,"Located in Jungnang-gu, Jungnang Adventure Zone : Youth Experience Forest is an outdoor adventure park and learning center where children can partake in a variety of activities and educational programs.",ChIJo3pH96W7fDUR0VI-rshAQc8,Jungnangcheon Stream,2025-05-06T14:27:08.413Z
681a1c3647c87c2d8143267d,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5604739, ""longitude"": 126.98885539999998}",2025-05-06T14:27:02.873Z,"A Way Walking with History, NamsanYejangPark",ChIJBUGUye-jfDURA4z-2Nqe1dk,Namsan Yejang Park,2025-05-06T14:27:02.873Z
681a1c3647c87c2d8143267e,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5711286, ""longitude"": 127.09584400000001}",2025-05-06T14:27:02.875Z,The highest mountain in Jungnang-gu and the highest peak in Achasan Mountain.,ChIJ_4GwRuy6fDURN-KppTtwCOA,Yongmasan,2025-05-06T14:27:02.875Z
681a1c3647c87c2d8143267f,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5638012, ""longitude"": 126.8997262}",2025-05-06T14:27:02.876Z,World Cup-ro stretching along Nanjicheon Park's fall foliage road,ChIJB0SCpzyZfDURhwkaNsCK-Jw,World Cup-ro,2025-05-06T14:27:02.876Z
681a1c3647c87c2d81432680,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5722114, ""longitude"": 126.8860616}",2025-05-06T14:27:02.879Z,"The combination of ponds, streams, and grassy fields make this natural park great for taking a stroll.",ChIJ7Ynp0EGZfDUR4eoUKNt307I,Nanjicheon Park,2025-05-06T14:27:02.879Z
681a1c3647c87c2d81432681,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.470197999999996, ""longitude"": 127.032122}",2025-05-06T14:27:02.881Z,A park built in the third zone of Yangjae Citizens' Forest filled with gorgeous plane trees.,ChIJL8XJ_S6hfDURYY0uUOkTG5s,Culture & Arts Park,2025-05-06T14:27:02.881Z
681a1c3647c87c2d81432682,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5779788, ""longitude"": 127.00719149999999}",2025-05-06T14:27:02.882Z,The Ihwa Mural Village has various murals hidden in its alleys. Capture moments alongside the murals through photographs.,ChIJ63NnRS6jfDURt-efnKIjXzs,Ihwa-dong Mural Village,2025-05-06T14:27:02.882Z
681a1c3647c87c2d81432683,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5894444, ""longitude"": 126.92694439999998}",2025-05-06T14:27:02.885Z,"The terrific views from Baengnihyang, situated on the top floor, and the luxurious décor of the restaurant create a nice dining atmosphere.",ChIJQWFwAUSYfDURTBEAA-RDb9s,Baengnyeonsan,2025-05-06T14:27:05.008Z
